Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,,,13.6,427.5,17.6,,
Ask,,,14.1,427.5,19.05,,
Bid,25.3,20,14.8,425,16.5,21.8,26.75
Ask,26.55,20.75,15.15,425,17,22.7,29.55
Bid,,,15.85,422.5,15.2,,
Ask,,,16.5,422.5,15.8,,
Bid,27.9,22.7,17.2,420,14.1,19.4,25.0
Ask,29.4,23.5,18,420,14.6,20.2,26.45
Bid,,,18.5,417.5,13,,
Ask,,,19.75,417.5,13.55,,
Ask,32.1,26.4,20.75,415,12.55,18,24.45
Bid,29.9,25,20,415,11.95,17.15,22.15
Ask,,,22.7,412.5,11.95,,
Bid,,,21.1,412.5,11.1,,
Bid,32.15,27.8,23,410,10.2,15.2,20.05
Ask,34.95,30.2,23.8,410,10.7,16.15,22.6
Ask,,,25.65,407.5,10,,
Bid,,,24.25,407.5,9.35,,
Ask,37.85,32.75,27.4,405,9.2,14.65,20.3
Bid,35.2,30.65,25.9,405,8.5,13.1,18.0
Ask,,,29.95,402.5,8.35,,
Bid,,,27.45,402.5,7.9,,
Bid,38.35,34.4,30.1,400,7.25,11.8,16.3
Ask,41.05,36.65,31.4,400,7.5,12.65,18.7
Ask,,,33.2,397.5,7.1,,
Bid,,,30.4,397.5,6.4,,
Ask,44.35,39.9,35.4,395,6.25,10.95,16.15
Bid,41.7,37,32.35,395,6,10.2,14.7
Ask,,,37.15,392.5,5.8,,
Bid,,,34.35,392.5,5.45,,
Ask,48.7,43.2,38.85,390,5.55,10.1,14.35
Bid,45.1,40.8,37.1,390,5.05,8.8,13.15
Ask,,,40.95,387.5,5,,
Bid,,,38.4,387.5,4.5,,
Bid,48.7,44.6,41,385,4.1,7.8,11.6
Ask,52.25,47.25,43.35,385,4.45,8.75,14.05
Bid,,,42.6,382.5,3.7,,
Ask,,,45.55,382.5,4.2,,
Ask,55.25,50.9,47.7,380,3.6,7.6,12.3
Bid,52.45,48.95,44.8,380,3.5,6.85,10.55
Ask,,,49.8,377.5,3.45,,
Bid,,,46.95,377.5,3.1,,
Bid,56.25,52.5,49.15,375,2.87,5.85,9.35
Ask,59.25,55.4,52.2,375,2.95,6.9,11.3
Bid,,,51.35,372.5,2.59,,
Ask,,,54.2,372.5,2.83,,
Bid,60.25,56.75,53.6,370,2.37,5.1,8.15
Ask,63.25,59.5,56.6,370,2.54,5.95,9.55
Bid,,,55.95,367.5,2.17,,
Ask,,,58.9,367.5,2.3,,
Ask,67.1,63.9,61.1,365,2.15,5.35,8.95
Bid,64.25,61,58.25,365,1.97,4.4,7.15
Ask,,,63.45,362.5,1.99,,
Bid,,,60.6,362.5,1.74,,
Bid,68.4,65.4,63,360,1.45,3.75,6.3
Ask,71.65,68.25,65.8,360,1.82,4.5,7.4
Bid,,,65.3,357.5,1.47,,
Ask,,,68.15,357.5,1.7,,
Ask,75.9,72.75,71.1,355,1.45,3.7,6.6
Bid,72.65,69.8,67.55,355,1.33,3.3,5.65
Bid,,,,352.5,1.19,,
Ask,,,,352.5,1.47,,
Bid,76.85,74.35,72.4,350,1.16,2.76,5.0
Ask,79.65,77.2,75.15,350,1.2,3.1,6.0
Bid,,,74.8,347.5,1.02,,
Ask,,,77.5,347.5,1.18,,
Ask,84.95,82,80.2,345,1,2.97,5.55
Bid,81.6,78.95,77.2,345,0.94,2.43,4.4
Ask,,,82.55,342.5,1.02,,
Bid,,,79.55,342.5,0.71,,
Ask,88.85,86.4,85.2,340,0.92,2.31,4.75
Bid,85.7,83.65,82.05,340,0.8,2.06,3.0
Bid,,,,337.5,0.54,,
Ask,,,,337.5,0.9,,
Bid,90.2,88.3,86.9,335,0.66,1.84,3.4
Ask,93.8,91.35,89.85,335,0.78,2.32,4.2
Bid,,,89.3,332.5,0.47,,
Ask,,,92.25,332.5,0.81,,
Ask,97.75,96,95.15,330,0.7,2,3.55
Bid,94.7,93.05,91.8,330,0.49,1.6,2.97
Bid,,,,327.5,0.32,,
Ask,,,,327.5,0.67,,
Ask,103,100.65,99.75,325,0.5,1.8,3.3
Bid,99.3,97.8,96.7,325,0.35,1.35,2.64
Ask,,,,322.5,0.58,,
Bid,,,,322.5,0.33,,
Ask,107,105.75,104.7,320,0.46,1.57,3.05
Bid,103.95,102.6,101.55,320,0.34,1.12,2.27
Bid,,,,317.5,0.25,,
Ask,,,,317.5,0.49,,
Bid,,107.35,106.55,315,0.13,0.99,2.0
Ask,,110.5,109.8,315,0.45,1.38,2.58
Ask,,,,312.5,0.42,,
Bid,,,,312.5,0.23,,
Ask,116.35,115.35,114.25,310,0.46,1,2.39
Bid,113.4,112.15,111.5,310,0.1,0.83,1.53
Ask,,,,307.5,0.42,,
Bid,,,,307.5,0.1,,
Ask,121.75,120.7,120,305,0.33,0.9,1.94
Bid,118.15,117.1,116.45,305,0.16,0.7,1.47
Bid,,,,302.5,0.04,,
Ask,,,,302.5,0.5,,
Ask,126.15,125.55,124.05,300,0.33,0.83,1.5
Bid,122.95,122,121.45,300,0.14,0.64,1.27
Ask,,,,297.5,0.46,,
Bid,,,,297.5,0.01,,
Ask,130.45,129.75,129.5,295,0.4,0.75,1.49
Bid,127.75,126.9,126.4,295,0.12,0.48,1.05
Ask,,,132.3,292.5,0.23,,
Bid,,,128.9,292.5,0.02,,
Ask,135.4,135.35,134.1,290,0.19,0.71,1.41
Bid,132.6,131.8,131.4,290,0.12,0.36,0.98
Bid,,,,287.5,0.01,,
Ask,,,,287.5,0.22,,
Ask,140.55,139.85,139.45,285,0.43,0.66,1.25
Bid,137.45,136.75,136.25,285,0.04,0.02,0.73
Bid,142.4,141.7,141.3,280,0.1,0.31,0.66
Ask,145.6,144.75,144.85,280,0.2,0.55,1.11
Bid,,,,277.5,0.06,,
Ask,,,,277.5,0.13,,
Ask,150.45,149.6,149.05,275,0.15,0.67,1.04
Bid,147.2,146.65,146.3,275,0.02,0.21,0.53
Ask,155,154.65,154.2,270,0.12,0.65,0.92
Bid,152.1,151.6,151.3,270,0.05,0.1,0.41
Ask,160.5,160.05,159.2,265,0.12,0.56,1.01
Bid,157,156.55,156.25,265,0.01,0.01,0.16
Ask,164.8,164.65,164.35,260,0.33,0.5,0.7
Bid,161.95,161.5,161.25,260,0,0.18,0.17
Bid,166.85,166.45,166.2,255,0,0.13,0.01
Ask,169.8,169.35,169.1,255,0.1,0.39,0.67
Ask,174.85,174.5,174,250,0.11,0.28,0.65
Bid,171.8,171.4,171.55,250,0.01,0.16,0.13
Ask,,179.3,179.15,245,0.09,0.37,0.49
Bid,,176.3,176.2,245,0,0.04,0.14
Bid,181.7,181.4,181.15,240,0.01,0.03,0.05
Ask,184.45,184.35,184.75,240,0.09,0.31,0.52
Bid,186.65,186.35,186.15,235,0,0.04,0.02
Ask,189.6,189.2,189.75,235,0.07,0.29,0.39
Ask,195.2,194.2,194.75,230,0.08,0.3,0.49
Bid,191.6,191.3,191.15,230,0.01,0.01,0.01
Ask,199.35,199.15,199.75,225,0.12,0.4,0.45
Bid,196.6,196.3,196.15,225,0.01,0.01,0.01
Ask,205.15,204.35,204.75,220,0.02,0.27,0.35
Bid,201.55,201.25,201.15,220,0.01,0.03,0.05
Ask,,209.35,209.75,215,0.06,0.39,0.34
Bid,,206.15,206.15,215,0,0,0.04
Bid,211.5,211.25,211.15,210,0,0,0.06
Ask,214.75,214.4,214.7,210,0.03,0.5,0.33
Ask,,219.25,219.65,205,1.27,0.2,0.83
Bid,,216.2,216.15,205,0,0.04,0.01
Bid,221.45,221.2,221.15,200,0,0,0.01
Ask,224.5,224.75,224.7,200,0.09,0.21,0.35
Ask,,229.75,229.7,195,1.26,0.29,0.28
Bid,,226.1,226.1,195,0,0,0.01
Ask,234.3,234.75,234.5,190,0.25,1.3,0.33
Bid,231.35,231.2,231.15,190,0,0,0.01
Ask,,239.75,,185,1.26,1.32,0.25
Bid,,236.2,,185,0,0,0.01
Bid,,241.15,241.1,180,0,0,0.01
Ask,,243.8,244.7,180,0.21,1.86,0.13
Bid,246.35,246.15,246.1,175,0,0,0.01
Ask,250,249.7,249.7,175,1.26,1.16,0.3
Bid,,,251.1,170,0,0,0.01
Ask,,,254.55,170,1.26,2.06,0.3
Ask,,259.85,259.7,165,1.26,2.05,0.26
Bid,,256.15,256.1,165,0,0,0.01
Ask,,264.7,,160,0.11,0.7,1.76
Bid,,261.1,,160,0,0,0.0
Ask,,,,155,1.26,2.05,1.69
Bid,,,,155,0,0,0.0
Bid,271.25,271.1,271.1,150,0,0,0.0
Ask,275.2,273.75,274.6,150,1.26,2.05,1.18
Ask,,279.6,,145,1.26,2.05,
Bid,,276.05,,145,0,0,
Ask,,284.65,284.65,140,1.26,2.05,
Bid,,281.05,281.1,140,0,0,
Ask,,,289.65,135,,,
Bid,,,286.1,135,,,
Bid,,291.05,291.05,130,0,,0.0
Ask,,294.65,294.65,130,1.26,,1.75
Ask,,299.65,299.45,125,,,
Bid,,296.05,296.1,125,,,
Bid,,301.1,301.05,120,0,,
Ask,,304.65,304.65,120,1.26,,
Ask,,,314.65,110,,,
Bid,,,311.05,110,,,
Bid,,320.95,,100,0,,
Ask,,324.8,,100,1.26,,
Bid,,,326.05,95,,,
Ask,,,329.5,95,,,
Bid,,331.05,331,90,,,0.0
Ask,,334.8,334.6,90,,,1.73
Bid,,,336,85,,0,0.0
Ask,,,338.7,85,,2.04,0.06
Bid,,,,80,0,,
Ask,,,,80,0.01,,
Bid,346.05,,,75,0,0,0.01
Ask,350,,,75,0.01,0.02,0.02
Bid,,,,70,0,0,0.0
Ask,,,,70,0.01,0.75,1.74
Ask,,,,65,0.01,0.03,0.03
Bid,,,,65,0,0,0.0
Bid,,,,60,0,0,0.0
Ask,,,,60,0.01,0.16,1.74
Bid,,,,55,0,0,0.0
Ask,,,,55,0.01,0.2,1.74
Bid,,,,50,0,0,0.0
Ask,,,,50,0.01,0.1,0.02
Ask,,,,45,0.01,0.02,0.01
Bid,,,,45,0,0,0.0
Bid,,,381,40,0,0,0.0
Ask,,,384.1,40,0.01,0.03,0.02
Ask,,,389.6,35,0.01,0.01,0.01
Bid,,,386,35,0,0,0.0
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,1.91,,655,,,
Bid,,0,,655,,,
Ask,,,2.1,650,,,
Bid,,,0,650,,,
Bid,,0,,640,,,
Ask,,1.7,,640,,,
Bid,0,0,,630,,,
Ask,4.3,1.71,,630,,,
Ask,,,2.11,620,,,
Bid,,,0,620,,,
Bid,,0,0,610,,,
Ask,,1.7,2.34,610,,,
Ask,1.9,,1.01,605,,112,
Bid,0,,0,605,,104.1,
Bid,0,0,0,600,,99.65,
Ask,2.1,1.7,0.5,600,,107.2,
Ask,1.53,2.1,2.31,595,,102.1,
Bid,0,0,0,595,,93.95,
Bid,0,0,0,590,,89.1,
Ask,1.04,1.54,4.2,590,,97.1,
Bid,,0,0,585,,,
Ask,,1.71,2.22,585,,,
Bid,0,0,0,580,,,
Ask,2.1,1.2,1.78,580,,,
Bid,0,0,0,575,,73.95,74.1
Ask,1.17,0.75,0.38,575,,82.2,81.25
Bid,,0,0,570,69.1,68.95,
Ask,,1.9,0.48,570,76.25,77.2,
Ask,,,1.9,567.5,,,
Ask,0.73,2.11,1,565,72.05,72.1,
Bid,0,0,0,565,64.25,64.1,
Ask,,,1.76,562.5,,,
Bid,,,0,562.5,,,
Bid,0.2,0,0,560,58.7,59.15,60.6
Ask,1.07,1.5,1.5,560,66.85,66.25,66.25
Ask,,,1.55,557.5,,,
Bid,,,0,557.5,,,
Ask,0.94,0.41,0.75,555,62.1,61.6,61.35
Bid,0.02,0,0,555,53.95,54.1,54.95
Ask,,,1.03,552.5,,,
Bid,,,0,552.5,,,
Ask,0.77,0.4,0.22,550,56.25,56.25,
Bid,0.09,0.01,0.01,550,50.3,50.5,
Ask,1.08,0.88,0.25,545,51.25,51.25,51.75
Bid,0.32,0.12,0,545,45.3,45.5,45.3
Ask,,,0.94,542.5,49.35,,
Bid,,,0,542.5,41.6,,
Bid,0.65,0.21,0,540,40.5,40.35,40.65
Ask,1.45,0.73,0.41,540,46.25,46.6,47.3
Bid,,,0.01,537.5,,,
Ask,,,0.59,537.5,,,
Ask,2.04,0.87,0.29,535,41.25,41.5,42.75
Bid,1,0.4,0.01,535,34.65,35.1,37.35
Bid,1.42,0.63,0.01,530,29.8,30.5,31.9
Ask,2.49,1.27,0.46,530,36.3,36.8,38.05
Bid,,,0.15,527.5,,,
Ask,,,0.58,527.5,,,
Bid,2.04,1.02,0.3,525,25.25,26.2,27.65
Ask,3.6,1.82,0.75,525,31.5,32.05,34.05
Ask,,,0.98,522.5,29.15,,
Bid,,,0.4,522.5,23.1,,
Bid,3,1.46,0.46,520,20.9,22.1,24.65
Ask,4.95,2.7,1.05,520,26.8,28,29.9
Bid,,,0.71,517.5,18.45,,
Ask,,,1.57,517.5,24.45,,
Ask,6.45,4.1,2.06,515,22,23.55,24.85
Bid,4,2.46,0.88,515,16.35,18.35,20.95
Ask,,,2.73,512.5,20.2,,
Bid,,,1.21,512.5,14.5,,
Ask,8.2,5.7,3.35,510,18.6,20.15,22.2
Bid,5.4,3.55,1.97,510,12.75,15.35,17.75
Bid,,,2.11,507.5,11.1,,
Ask,,,4.2,507.5,15.3,,
Ask,10.55,8.25,5.35,505,14.45,16.2,18.85
Bid,7.25,5.65,3.1,505,10.25,12.2,14.6
Ask,,,,502.5,12.8,,
Bid,,,,502.5,8.85,,
Bid,9.45,7.25,4.6,500,7.1,9.85,12.15
Ask,13.05,10.35,7.85,500,10.5,13.3,16.15
Bid,,,5.6,497.5,6.55,,
Ask,,,9.3,497.5,9.6,,
Ask,,13.9,10.8,495,8.45,11.1,13.65
Bid,,9.75,6.9,495,5.15,8,10.75
Ask,,,,492.5,7.2,,
Bid,,,,492.5,4.7,,
Bid,,12.55,11.65,490,4.25,6.45,9.05
Ask,,17.25,14.5,490,5.85,8.95,11.65
Bid,,16.35,13.2,485,3.55,4.95,7.2
Ask,,21.45,18.25,485,4.7,6.85,9.8
Bid,,,15.1,482.5,2.45,,
Ask,,,20,482.5,4.25,,
Ask,,24.95,22.7,480,3.45,5.8,8.5
Bid,,19.15,17.05,480,2.18,3.85,5.35
Ask,,29.6,27.05,475,2.9,4.55,7.05
Bid,,23.05,20.95,475,1.62,3.2,4.95
Ask,,,,472.5,2.62,,
Bid,,,,472.5,1.46,,
Bid,,27.35,25.45,470,1.26,2.95,4.25
Ask,,32.75,31.8,470,2.2,3.65,5.9
Bid,,,28.4,467.5,,,
Ask,,,34.15,467.5,,,
Ask,,,,465,1.71,3.15,5.0
Bid,,,,465,0.92,1.93,3.5
Bid,38,36.4,35.05,460,0.52,1.6,3.0
Ask,44.3,42.85,41.35,460,1.47,2.7,4.45
Ask,,47.55,46,455,1.18,2.44,3.8
Bid,,41.3,39.95,455,0.44,1.24,2.7
Bid,,,,452.5,0.35,,
Ask,,,,452.5,1.18,,
Bid,,,44.7,450,0.43,0.99,2.19
Ask,,,51.3,450,0.97,2.07,3.3
Bid,,,,447.5,0.12,,
Ask,,,,447.5,0.81,,
Bid,,50.85,,445,0.14,1.02,2.03
Ask,,56.9,,445,0.83,1.74,3.05
Bid,,,52,442.5,0.17,,
Ask,,,58.55,442.5,0.84,,
Ask,,,61,440,0.79,1.89,2.75
Bid,,,54.5,440,0.12,0.56,1.72
Bid,,,,437.5,0.01,,
Ask,,,,437.5,0.64,,
Ask,,,65.9,435,0.64,1.57,2.63
Bid,,,59.4,435,0.05,0.7,1.35
Ask,,,,432.5,0.69,,
Bid,,,,432.5,0,,
Ask,,,70.9,430,0.58,1.18,2.57
Bid,,,64.35,430,0,0.57,1.35
Ask,,76.75,75.8,425,0.47,1.2,2.04
Bid,,70.2,69.3,425,0,0.46,1.03
Ask,82.45,,80.85,420,0.53,1.14,
Bid,75.85,,74.25,420,0,0.34,
Ask,,,,417.5,0.54,,
Bid,,,,417.5,0,,
Bid,,,,415,0,0.09,0.81
Ask,,,,415,0.26,1.01,1.75
Ask,,91.4,90.65,410,0.2,0.87,1.5
Bid,,84.95,84.2,410,0,0.19,0.68
Ask,,96.35,,405,0.7,0.8,
Bid,,89.85,,405,0,0.1,
Bid,,,,400,0,0,0.57
Ask,,,,400,0.15,0.86,1.45
Bid,,,,395,0,0,
Ask,,,,395,0.15,1.47,
Bid,,,104.15,390,0,0,
Ask,,,110.65,390,0.15,2.31,
Bid,,109.65,,385,0,0,
Ask,,116.1,,385,4.3,1.74,
Bid,,114.6,,380,0,0,0.0
Ask,,121.15,,380,4.3,1.75,1.63
Bid,,,,375,0,,
Ask,,,,375,4.3,,
Bid,,124.55,,370,0,,0.0
Ask,,130.9,,370,0.4,,4.65
Ask,,135.3,,365,4.3,,
Bid,,129.5,,365,0,,
Bid,,134.5,,360,0,,
Ask,,140.9,,360,4.3,,
Bid,,144.45,,350,0,,
Ask,,150.85,,350,4.3,,
Bid,,154.4,154.1,340,0,,
Ask,,160.8,160,340,4.3,,
Ask,,,180.6,320,4.3,,
Bid,,,174.05,320,0,,
Bid,,,183.45,310,,,
Ask,,,191.55,310,,,
Bid,,,,300,0,,0.02
Ask,,,,300,4.25,,0.28
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,,0.03,255,,,
Ask,,,,240,92.45,,
Bid,,,,240,89.1,,
Ask,,2.14,,235,,,
Ask,0.3,0.07,0.25,230,,,82.15
Bid,0,,,230,,,79.9
Ask,0.13,0.07,0.01,225,77.45,77.35,
Bid,0.02,0,0,225,74.45,74.3,
Ask,0.15,0.19,0.13,220,72.45,72.35,
Bid,0,0,0,220,69.75,69.3,
Bid,0,0,0,215,64.75,64.25,65.0
Ask,0.45,0.09,0.02,215,67.15,67.15,67.2
Bid,0.01,0,0.01,210,59.45,59.7,60.05
Ask,0.21,0.16,0.22,210,62.45,62.45,62.2
Bid,0.04,0.03,0.01,205,54.7,54.7,55.0
Ask,0.08,0.04,0.04,205,57.45,57.15,57.2
Bid,,,0,202.5,,,
Ask,,,0.53,202.5,,,
Ask,0.11,0.06,0.02,200,52.15,52.45,52.6
Bid,0.04,0.04,0.01,200,49.75,49.25,50.15
Bid,,,0,197.5,,,
Ask,,,0.07,197.5,,,
Bid,0.05,0.05,0.02,195,44.75,44.5,44.8
Ask,0.32,0.07,0.2,195,47.15,47.45,47.45
Bid,,,0,192.5,,,
Ask,,,0.54,192.5,,,
Bid,0.01,0.04,0,190,39.7,39.9,40.2
Ask,0.49,0.16,0.09,190,42.1,42.1,42.45
Bid,,,0,187.5,37.45,,
Ask,,,0.1,187.5,39.95,,
Bid,0.09,0.1,0,185,35.15,35,35.3
Ask,0.51,0.28,0.07,185,37,37.15,37.85
Ask,,,0.19,182.5,,,
Bid,,,0.01,182.5,,,
Bid,0.42,0.19,0.05,180,29.95,30.05,30.6
Ask,0.52,0.22,0.08,180,32.1,32.2,32.75
Bid,,,0.08,177.5,27.5,,
Ask,,,0.3,177.5,30,,
Ask,0.96,0.37,0.12,175,27.15,27.35,27.95
Bid,0.55,0.33,0.1,175,25,24.6,25.35
Bid,,,0.08,172.5,22.8,,
Ask,,,0.16,172.5,24.55,,
Ask,1.38,0.69,0.23,170,21.6,21.65,23.5
Bid,1.21,0.6,0.2,170,20.35,20,21.6
Ask,,,0.32,167.5,19.85,,
Bid,,,0.26,167.5,17.9,,
Ask,2.22,1.25,0.55,165,16.7,17,19.3
Bid,2.05,1.1,0.4,165,15.5,15.5,17.1
Ask,,,0.67,162.5,14.75,,
Bid,,,0.66,162.5,13.25,,
Ask,3.5,2.29,1.05,160,11.8,12.65,14.85
Bid,2.8,2.19,0.95,160,11.1,12.2,13.65
Bid,,,1.42,157.5,9.15,,
Ask,,,1.59,157.5,10.15,,
Bid,4.7,3.55,1.91,155,7.35,8.8,9.9
Ask,5.25,3.8,2.4,155,7.85,9.25,11.1
Bid,,,3.1,152.5,5.8,,
Ask,,,3.25,152.5,6.25,,
Ask,7.55,6.15,4.5,150,4.7,6.5,8.2
Bid,6.9,5.7,4.2,150,4.5,6.05,7.65
Ask,,,5.1,149,4.4,,
Bid,,,4.6,149,4.05,,
Bid,,,5.2,148,3.65,,
Ask,,,5.6,148,3.95,,
Bid,,,5.8,147,3.25,,
Ask,,,6.2,147,3.55,,
Bid,,,6.45,146,2.87,,
Ask,,,6.85,146,3.2,,
Ask,10.6,9.1,7.55,145,2.84,4.3,5.95
Bid,9.15,8.6,7.15,145,2.62,4.05,5.5
Bid,,,,144,2.32,,
Ask,,,,144,2.58,,
Ask,,,9,143,2.2,,
Bid,,,8.2,143,2.08,,
Ask,,,9.8,142,2.02,,
Bid,,,8.7,142,1.85,,
Bid,,,9.45,141,1.65,,
Ask,,,10.65,141,1.81,,
Bid,12.9,11.55,10.35,140,1.46,2.61,3.9
Ask,13.9,13.45,11.6,140,1.6,2.8,4.2
Ask,,,12.55,139,1.44,,
Bid,,,10.75,139,1.3,,
Ask,,,,138,1.29,,
Bid,,,,138,1.16,,
Ask,,,,137,1.13,,
Bid,,,,137,1.03,,
Ask,,,,136,1.02,,
Bid,,,,136,0.92,,
Ask,17.7,17.55,15.75,135,0.92,1.82,2.96
Bid,16.5,15.45,14.65,135,0.82,1.61,2.71
Ask,,,,134,0.81,,
Bid,,,,134,0.72,,
Bid,,,15.85,133,0.65,,
Ask,,,18.2,133,0.75,,
Bid,,,,132,0.58,,
Ask,,,,132,0.66,,
Ask,,,,131,0.58,,
Bid,,,,131,0.51,,
Ask,22,21.1,20.5,130,0.52,1.13,2.11
Bid,19.9,20.45,18.75,130,0.46,0.93,1.85
Bid,,,,129,0.41,,
Ask,,,,129,0.48,,
Bid,,,20.15,128,0.37,,
Ask,,,22.45,128,0.44,,
Bid,,,21.1,127,0.33,,
Ask,,,23.4,127,0.41,,
Bid,,,,126,0.29,,
Ask,,,,126,0.34,,
Ask,26.4,25.9,25.3,125,0.31,0.73,1.44
Bid,24.35,23.95,23.4,125,0.26,0.64,1.22
Ask,,,,122,0.25,,
Bid,,,,122,0.18,,
Ask,30.95,30.55,30.2,120,0.2,0.5,1.01
Bid,28.7,28.55,28.25,120,0.02,0.39,0.71
Ask,35.7,35.4,35.3,115,0.13,0.32,0.72
Bid,33.5,33.35,33.05,115,0.05,0,0.46
Bid,38.1,38.1,38,110,0.05,0.12,0.19
Ask,40.5,40.25,40.4,110,0.08,0.22,0.57
Bid,,42.85,42.95,105,0.03,0.01,0.01
Ask,,45.2,45.05,105,0.05,0.16,0.6
Bid,,48.15,47.95,100,0.01,0.01,0.15
Ask,,50.15,50,100,0.03,0.11,0.32
Bid,53.15,53.05,52.95,95,0,0,0.07
Ask,55.35,55.1,55,95,0.13,0.22,0.54
Ask,60.2,60.15,60.75,90,0.22,2.13,1.12
Bid,58.05,57.7,57.6,90,0,0,0.01
Bid,,62.7,,85,0,0,0.01
Ask,,65.45,,85,0.02,0.17,0.19
Bid,,67.65,67.9,80,0,0,0.01
Ask,,70.65,70.8,80,1.91,0.13,0.2
Bid,72.9,,72.9,75,0,,0.01
Ask,75.1,,75.65,75,0.01,,0.36
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,,0.08,1300,,,
Bid,,,0,1300,,,
Ask,,4.8,,1290,,,
Bid,,0,,1290,,,
Bid,0,0,0,1280,,,
Ask,1.71,4.8,0.2,1280,,,
Bid,,,0,1270,,,
Ask,,,0.8,1270,,,
Ask,,,4.8,1250,,,
Bid,,,0,1250,,,
Bid,,,0,1240,,,
Ask,,,4.8,1240,,,
Ask,,,4.8,1230,,,
Bid,,,0,1230,,,
Bid,,0,0,1210,,,
Ask,,4.8,1,1210,,,
Ask,,4.8,0.1,1200,,,
Bid,,0,0,1200,,,
Bid,0,,0,1190,,,
Ask,4.8,,4.8,1190,,,
Bid,0,,0,1180,,,
Ask,2.1,,1.94,1180,,,
Bid,,,0,1170,,,
Ask,2.6,,4.8,1170,,,
Ask,,4.8,,1160,,,
Bid,0,,0,1150,,,
Ask,2.3,4.8,4.8,1150,,,
Ask,2.5,4.8,0.32,1140,,,
Bid,0,0,0,1140,,,
Ask,3.9,,4.8,1130,,,
Bid,0,,0,1130,,,
Bid,0,0,0,1120,,,
Ask,1.7,4.8,4.8,1120,,,
Ask,1.08,4.8,0.6,1110,,,
Bid,0.06,0,0,1110,,,
Bid,0,0,0,1100,,,
Ask,1.72,4.8,0.1,1100,,,
Bid,0.2,0,0,1090,,114.45,
Ask,1.9,4.8,0.13,1090,,121.7,
Bid,0.01,0,0,1085,,,
Ask,3.55,1.82,0.3,1085,,,
Ask,7.1,1.55,0.1,1080,111.75,111.75,111.75
Bid,0.5,0,0.05,1080,104.45,104.45,104.75
Ask,1.77,1.9,0.22,1075,,106.7,
Bid,0.44,0.01,0.05,1075,,99.45,
Ask,2.12,1.25,0.87,1070,101.75,101.75,101.85
Bid,0.44,0,0,1070,94.45,94.45,94.55
Ask,1.81,0.8,1,1065,96.75,,96.95
Bid,0.69,0.07,0,1065,89.45,,89.8
Ask,2.2,0.8,0.13,1060,91.75,91.75,92.0
Bid,0.84,0.13,0.01,1060,84.45,84.45,85.1
Bid,1.1,0.06,0.01,1055,79.45,79.5,80.05
Ask,2.44,1.58,0.49,1055,86.7,86.75,87.25
Bid,1.37,0,0,1050,74.45,,75.2
Ask,2.89,0.7,0.71,1050,81.75,,82.5
Bid,1.75,0.33,0,1045,69.5,70.1,71.05
Ask,3.3,1.5,0.25,1045,76.75,76.85,77.8
Bid,2.16,0.61,0.2,1040,64.5,65.05,65.9
Ask,4.05,1.66,0.37,1040,72.2,71.95,73.2
Ask,4.4,1.77,0.45,1035,66.75,67.2,67.55
Bid,2.41,0.92,0.03,1035,59.75,60.25,61.85
Ask,5.15,2.4,0.76,1030,61.8,61.85,63.2
Bid,3.45,1.31,0.13,1030,54.85,55.75,57.45
Ask,6.25,2.73,0.67,1025,56.9,56.75,58.9
Bid,4.2,1.73,0.5,1025,49.95,51.1,52.9
Ask,7.45,3.7,1.03,1020,52.1,52.3,54.8
Bid,3.85,1.97,0.46,1020,45.1,46.6,48.9
Ask,,,1.47,1017.5,49.75,,
Bid,,,0.64,1017.5,42.5,,
Ask,8.95,3.75,1.72,1015,47.4,48,52.35
Bid,6,2.67,0.64,1015,40.55,42.15,44.85
Bid,,,0.87,1012.5,38,,
Ask,,,2,1012.5,45.1,,
Ask,9.35,5.45,2.17,1010,42.85,43.85,46.7
Bid,6.5,3.45,1.2,1010,35.7,38.05,41.0
Ask,,,2.51,1007.5,39.25,,
Bid,,,1.2,1007.5,33.6,,
Ask,12.4,7.25,2.99,1005,37.1,41.4,43.25
Bid,6.4,4.4,1.45,1005,32.45,33.95,37.75
Bid,,,1.92,1002.5,29.05,,
Ask,,,3.5,1002.5,35.1,,
Ask,12.95,7.7,3.7,1000,31.2,36.3,39.8
Bid,9.65,5.65,2.75,1000,28.5,30.3,33.8
Bid,,,2.6,997.5,25,,
Ask,,,3.85,997.5,31,,
Bid,10.55,6.6,2.82,995,23.1,26.8,31.3
Ask,15.4,9.6,4.65,995,29.05,32.7,36.5
Bid,,,3.05,992.5,21.8,,
Ask,,,6.4,992.5,27.2,,
Bid,12.25,8.05,3.45,990,19.45,24,27.9
Ask,17.25,12.7,6.55,990,25.35,29.4,33.5
Bid,,,4.85,987.5,17.95,,
Ask,,,7.45,987.5,23.7,,
Bid,14.75,10.1,5.25,985,16.4,21,25.2
